budget,genres,id,release_date,runtime,title,score
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",194,2001-04-25,122,Amélie,7.8
0,"[{""id"": 35, ""name"": ""Comedy""}]",11025,2004-05-01,91,New York Minute,5.5
60000000,"[{""id"": 35, ""name"": ""Comedy""}]",8849,2004-10-22,103,Alfie,5.6
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",78698,2012-02-02,107,Big Miracle,6.6
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",30943,1999-03-12,106,The Deep End of the Ocean,5.9
40000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9544,2002-08-09,101,FearDotCom,3.2
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",24418,2009-10-23,109,Cirque du Freak: The Vampire's Assistant,5.5
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",7288,2003-09-26,89,Duplex,5.9
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",14655,2008-11-07,103,Soul Men,6.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",24575,1980-01-01,115,Raise the Titanic,5.2
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",10366,1999-08-05,82,Universal Soldier: The Return,4.2
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",19898,2009-09-08,108,Pandorum,6.5
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",4965,2001-12-03,102,Impostor,6.1
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",15074,2002-11-27,93,Extreme Ops,5
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",56715,2001-04-06,88,Just Visiting,4.8
50000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",1272,2007-04-05,107,Sunshine,7
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",72358,2012-03-07,91,A Thousand Words,6
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",20542,2008-12-12,94,Delgo,5.4
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",266396,2015-02-16,115,The Gunman,5.5
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10751, ""name"": ""Family""}]",9978,2006-07-21,93,Stormbreaker,5.1
20000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",8271,2007-04-12,105,Disturbia,6.6
20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",10428,1995-09-14,107,Hackers,6.2
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",5353,2007-09-03,101,The Hunting Party,6.6
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11934,1994-03-11,111,The Hudsucker Proxy,7.1
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",14392,2007-12-12,126,The Warlords,6.3
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",19495,2005-07-17,112,Nomad: The Warrior,4.3
39200000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}]",110415,2013-08-01,126,Snowpiercer,6.7
25000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",77459,2011-10-12,90,A Monster in Paris,6.5
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",26486,2004-09-24,90,The Last Shot,5.9
15000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9495,1994-05-11,102,The Crow,7.3
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10752, ""name"": ""War""}, {""id"": 36, ""name"": ""History""}]",256040,2015-07-10,159,Baahubali: The Beginning,7.5
39000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",24420,2009-08-14,107,The Time Traveler's Wife,6.7
0,"[{""id"": 35, ""name"": ""Comedy""}]",1257,2007-02-02,102,Because I Said So,5.8
39000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",62214,2012-10-04,87,Frankenweenie,6.6
39000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",16320,2005-08-25,119,Serenity,7.4
39000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",8842,2004-02-20,106,Against the Ropes,4.5
39000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",9531,1983-06-17,125,Superman III,5.3
40000000,"[{""id"": 35, ""name"": ""Comedy""}]",64807,2013-12-25,113,Grudge Match,6
80341000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",12289,2008-07-10,150,Red Cliff,7.1
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11529,2002-09-26,108,Sweet Home Alabama,6
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",20943,2009-07-24,96,The Ugly Truth,6.4
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",9099,1996-03-29,90,Sgt. Bilko,5.5
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",9488,2002-08-07,100,Spy Kids 2: The Island of Lost Dreams,5.3
38000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",193,1994-11-17,118,Star Trek: Generations,6.4
3860000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",44865,2013-01-08,130,The Grandmaster,6.3
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",55787,2011-03-15,120,Water for Elephants,6.7
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",257932,2014-05-20,88,Dragon Nest: Warriors' Dawn,6.8
50000000,"[{""id"": 18, ""name"": ""Drama""}]",10400,1999-09-17,146,The Hurricane,7.2
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1957,2002-05-24,114,Enough,6.2
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10833,2001-03-23,123,Heartbreakers,5.7
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",256961,2015-04-16,94,Paul Blart: Mall Cop 2,5
53000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",5852,2001-05-15,102,Angel Eyes,5.6
38000000,"[{""id"": 35, ""name"": ""Comedy""}]",12312,2001-12-21,99,Joe Somebody,5.5
38000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",622,1999-08-24,133,The Ninth Gate,6.3
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11306,1996-09-27,118,Extreme Measures,5.7
57000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",12508,2001-09-04,105,Rock Star,6
10000000,"[{""id"": 18, ""name"": ""Drama""}]",25793,2009-11-06,110,Precious,6.9
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",10534,1996-02-02,129,White Squall,6.3
15000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",1091,1982-06-25,109,The Thing,7.8
38000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",87421,2013-09-02,119,Riddick,6.2
37000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",10871,1997-10-31,118,Switchback,5.8
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",13503,2001-11-30,110,Texas Rangers,5.4
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",13600,2008-10-07,90,City of Ember,6.2
32000000,"[{""id"": 18, ""name"": ""Drama""}]",68722,2012-09-07,137,The Master,7
38000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14324,2007-12-17,93,Virgin Territory,4.3
40000000,"[{""id"": 18, ""name"": ""Drama""}]",14325,2008-10-10,130,The Express,7.1
38000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",299687,2016-01-14,112,The 5th Wave,5.6
37000000,"[{""id"": 18, ""name"": ""Drama""}]",312221,2015-11-25,133,Creed,7.3
37000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",23168,2010-09-15,125,The Town,7
40000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",76494,2012-05-17,110,What to Expect When You're Expecting,5.8
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",4944,2008-09-05,96,Burn After Reading,6.5
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",10488,2008-04-03,96,Nim's Island,5.6
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",96721,2013-09-02,123,Rush,7.7
37000000,"[{""id"": 18, ""name"": ""Drama""}]",334,1999-12-08,188,Magnolia,7.5
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",23742,2010-02-26,107,Cop Out,5.3
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",259694,2016-01-21,110,How to Be Single,5.9
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",62837,2011-09-23,113,Dolphin Tale,6.7
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8966,2008-11-20,122,Twilight,5.8
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",8470,2002-02-15,116,John Q,7
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",11001,1999-09-17,93,Blue Streak,6.1
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",138832,2013-08-07,110,We're the Millers,6.8
36500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",16911,2008-12-18,115,The Inhabited Island,5.3
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",2163,1997-05-02,95,Breakdown,6.6
36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",36670,1983-10-07,134,Never Say Never Again,5.8
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",23048,2010-03-26,101,Hot Tub Time Machine,6
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",227735,2014-09-12,107,Dolphin Tale 2,6.7
42000000,"[{""id"": 53, ""name"": ""Thriller""}]",2155,2000-02-25,124,Reindeer Games,5.4
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",8409,2003-04-04,109,A Man Apart,5.8
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",222936,2015-05-27,105,Aloha,5.2
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",31908,1996-12-20,130,Ghosts of Mississippi,6.2
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10219,1999-12-22,127,Snow Falling on Cedars,6.3
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",48171,2011-01-28,114,The Rite,5.8
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",782,1997-09-07,106,Gattaca,7.5
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",75531,2000-01-28,95,Isn't She Great,4.6
37000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",11802,2008-07-17,81,Space Chimps,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}]",9776,2003-01-01,95,Head of State,5.3
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",18785,2009-06-05,100,The Hangover,7.2
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",365222,2015-12-19,105,Ip Man 3,6.5
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",817,1999-06-08,95,Austin Powers: The Spy Who Shagged Me,6.2
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",268,1989-06-23,126,Batman,7
0,"[{""id"": 18, ""name"": ""Drama""}]",45054,2011-03-25,112,There Be Dragons,5.9
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",943,1992-05-15,118,Lethal Weapon 3,6.4
29000000,"[{""id"": 18, ""name"": ""Drama""}]",22881,2009-11-20,129,The Blind Side,7.2
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",10054,2001-03-18,88,Spy Kids,5.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",51540,2011-07-08,98,Horrible Bosses,6.5
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",44264,2010-12-22,110,True Grit,7.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",350,2006-06-30,109,The Devil Wears Prada,7
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",152,1979-12-06,132,Star Trek: The Motion Picture,6.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",109431,2013-02-07,111,Identity Thief,5.6
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",1598,1991-11-15,128,Cape Fear,7
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",8065,2008-03-27,123,21,6.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",271718,2015-07-17,125,Trainwreck,5.9
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11638,2005-03-25,105,Guess Who,5.5
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",409,1996-11-14,162,The English Patient,7
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2118,1997-09-19,138,L.A. Confidential,7.7
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11459,2005-07-29,100,Sky High,5.8
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",10806,1997-09-10,90,In & Out,6.3
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",9348,1995-07-07,108,Species,5.5
1800000,"[{""id"": 27, ""name"": ""Horror""}]",377,1984-11-14,91,A Nightmare on Elm Street,7.2
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",8843,2000-08-17,107,The Cell,6
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",9313,1998-03-12,132,The Man in the Iron Mask,6.3
35000000,"[{""id"": 18, ""name"": ""Drama""}]",39486,2010-08-20,123,Secretariat,6.8
34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1273,2007-03-23,90,TMNT,6
32000000,"[{""id"": 18, ""name"": ""Drama""}]",13920,2003-10-24,109,Radio,6.8
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",50544,2011-07-21,109,Friends with Benefits,6.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",325133,2016-05-04,91,Neighbors 2: Sorority Rising,5.6
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",140823,2013-11-16,125,Saving Mr. Banks,7.3
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",1883,1992-11-18,202,Malcolm X,7.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",89492,2012-12-20,134,This Is 40,5.6
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",22949,2009-11-24,88,Old Dogs,5.2
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",12437,2009-01-22,92,Underworld: Rise of the Lycans,6.2
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",2959,2007-07-04,91,License to Wed,5.2
0,"[{""id"": 35, ""name"": ""Comedy""}]",9957,2006-04-07,80,The Benchwarmers,5.2
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11648,2005-07-21,98,Must Love Dogs,5.8
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",9366,1997-02-27,127,Donnie Brasco,7.4
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",1576,2002-03-15,100,Resident Evil,6.4
10700000,"[{""id"": 27, ""name"": ""Horror""}]",609,1982-06-04,114,Poltergeist,7
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",5516,2004-03-25,104,The Ladykillers,6
35000000,"[{""id"": 28, ""name"": ""Action""}]",13051,2008-10-15,100,Max Payne,5.2
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",49530,2011-10-27,109,In Time,6.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",34806,2010-04-23,106,The Back-Up Plan,5.7
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",49022,2011-05-05,112,Something Borrowed,5.9
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",11469,2001-11-21,95,Black Knight,5.1
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",23479,1976-04-07,102,The Bad News Bears,6.9
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",11667,1994-12-22,102,Street Fighter,4.1
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",423,2002-09-24,150,The Pianist,8
